feature,importance
"intr_Torque (Nm)__fft_coefficient__attr_""imag""__coeff_11",0.0028726165864759886
intr_Torque (Nm)__last_location_of_maximum,0.002869460881912932
"intr_Current (V)__fft_coefficient__attr_""abs""__coeff_6",0.002856126042602392
audio_Amplitude__first_location_of_minimum,0.0028541329214346904
"intr_Torque (Nm)__fft_aggregated__aggtype_""kurtosis""",0.002836122920079287
"intr_Current (V)__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""max""",0.0028159440390320228
intr_Torque (Nm)__autocorrelation__lag_9,0.0028102511478479064
"intr_Torque (Nm)__fft_coefficient__attr_""imag""__coeff_71",0.0028003644981057355
intr_Torque (Nm)__number_peaks__n_5,0.0027856698797028233
"intr_Torque (Nm)__fft_coefficient__attr_""imag""__coeff_77",0.0027569276608656146
audio_Amplitude__energy_ratio_by_chunks__num_segments_10__segment_focus_3,0.0027525014459261325
"intr_Current (V)__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""var""",0.0027462962052746272
"intr_Current (V)__fft_coefficient__attr_""imag""__coeff_72",0.0027461533745497717
intr_Current (V)__benford_correlation,0.002743275399735135
"intr_Current (V)__fft_coefficient__attr_""angle""__coeff_4",0.002743082014853379
"intr_Torque (Nm)__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""min""",0.002729541617521022
"intr_Torque (Nm)__agg_linear_trend__attr_""slope""__chunk_len_50__f_agg_""min""",0.0027187275021508047
"intr_Torque (Nm)__fft_coefficient__attr_""imag""__coeff_17",0.002699384676191294
"intr_Torque (Nm)__fft_coefficient__attr_""imag""__coeff_86",0.0026916315578304805
"intr_Torque (Nm)__fft_coefficient__attr_""imag""__coeff_97",0.0026882197227295814
"intr_Torque (Nm)__fft_coefficient__attr_""imag""__coeff_9",0.002687930770162266
intr_Torque (Nm)__ratio_beyond_r_sigma__r_0.5,0.002671886433290461
"intr_Torque (Nm)__fft_coefficient__attr_""imag""__coeff_70",0.0026584763596187657
intr_Torque (Nm)__ratio_beyond_r_sigma__r_1.5,0.0026564967013011304
"intr_Torque (Nm)__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""var""",0.00265542081897081
"intr_Current (V)__fft_coefficient__attr_""angle""__coeff_68",0.002651846173814419
intr_Torque (Nm)__fourier_entropy__bins_10,0.0026143675313484893
