feature,importance
"intr_Current (V)__fft_coefficient__attr_""real""__coeff_4",0.0020084060849075544
intr_Current (V)__partial_autocorrelation__lag_7,0.0020021552330619086
"intr_Torque (Nm)__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.2",0.002001884085665426
"intr_Current (V)__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""max""",0.001996173559578782
"intr_Current (V)__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.0",0.0019842582905802973
intr_Current (V)__mean_abs_change,0.0019824367308150285
task_TCP_z (mm)__c3__lag_2,0.0019699484665328076
"task_TCP_y (mm)__fft_coefficient__attr_""real""__coeff_1",0.0019591762545298477
task_TCP_y (mm)__count_above__t_0,0.0019590473551554127
task_Robot_I (A)__range_count__max_1000000000000.0__min_0,0.001954087014304064
"intr_Torque (Nm)__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.0",0.001951087656814186
intr_Current (V)__autocorrelation__lag_2,0.001947627928332737
"intr_Current (V)__fft_coefficient__attr_""abs""__coeff_85",0.0019455940829159932
intr_Torque (Nm)__kurtosis,0.0019409094589102197
"intr_Torque (Nm)__fft_coefficient__attr_""imag""__coeff_8",0.0019408437090531149
task_TCP_y (mm)__ratio_value_number_to_time_series_length,0.0019400384470499494
"intr_Current (V)__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""var""",0.0019304427154159423
intr_Current (V)__energy_ratio_by_chunks__num_segments_10__segment_focus_6,0.0019233846040699544
"intr_Current (V)__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2",0.00191693501513868
"intr_Current (V)__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""mean""",0.001914679661397054
"task_TCP_z (mm)__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.0",0.0019051615410076068
intr_Torque (Nm)__first_location_of_minimum,0.0018990870436623726
intr_Torque (Nm)__abs_energy,0.0018890299176639418
intr_Current (V)__lempel_ziv_complexity__bins_5,0.0018837576682198872
intr_Torque (Nm)__large_standard_deviation__r_0.15000000000000002,0.0018751152278691126
intr_Current (V)__variance,0.0018750117575979629
"intr_Torque (Nm)__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.4",0.0018729488328323959
"task_TCP_z (mm)__agg_linear_trend__attr_""slope""__chunk_len_50__f_agg_""max""",0.0018682541306528145
"intr_Current (V)__agg_autocorrelation__f_agg_""median""__maxlag_40",0.0018630540976905762
intr_Current (V)__autocorrelation__lag_9,0.001860680830062135
task_TCP_y (mm)__lempel_ziv_complexity__bins_2,0.001859300104873425
"intr_Current (V)__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.2",0.0018592825215273294
intr_Current (V)__fourier_entropy__bins_100,0.0018567081738050388
intr_Current (V)__ratio_beyond_r_sigma__r_5,0.0018565185725765395
"task_TCP_y (mm)__fft_coefficient__attr_""abs""__coeff_61",0.0018507602576449073
"intr_Current (V)__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.6",0.0018428223559881867
intr_Current (V)__number_peaks__n_10,0.0018343351631424241
"intr_Torque (Nm)__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""var""",0.0018340937935078612
intr_Current (V)__autocorrelation__lag_8,0.001806930112670431
intr_Torque (Nm)__maximum,0.00179308430512762
"intr_Current (V)__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.4",0.00179295072115445
task_TCP_z (mm)__lempel_ziv_complexity__bins_100,0.0017802970343953185
intr_Current (V)__spkt_welch_density__coeff_2,0.001771827096810423
task_TCP_z (mm)__energy_ratio_by_chunks__num_segments_10__segment_focus_4,0.0017674357336216414
"intr_Torque (Nm)__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""max""",0.0017660749680154055
intr_Torque (Nm)__sum_values,0.0017642532130022913
"intr_Current (V)__fft_coefficient__attr_""abs""__coeff_99",0.0017571684816908562
task_TCP_z (mm)__root_mean_square,0.0017506313363489657
task_TCP_z (mm)__quantile__q_0.3,0.0017501405818637972
"intr_Current (V)__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""var""",0.0017399933741450873
"intr_Current (V)__fft_coefficient__attr_""angle""__coeff_29",0.0017131279607905975
"intr_Current (V)__fft_coefficient__attr_""abs""__coeff_10",0.0017123310265230193
intr_Current (V)__ratio_beyond_r_sigma__r_6,0.0017067907201913442
"intr_Torque (Nm)__agg_autocorrelation__f_agg_""var""__maxlag_40",0.001704407707533234
