N,Label,t_asset,t_pipeline,t_inference,t_total,ID
206,NE,7.500173524022102e-06,3.3997863000258803,0.09173440001904964,3.491528200218454,1005202313021
207,NS,5.500158295035362e-06,3.0711958999745548,0.08860919997096062,3.1598106001038104,1005202315012
208,NS,7.500173524022102e-06,2.8901394000276923,0.07896990003064275,2.969116800231859,1005202314054
209,N,5.800044164061546e-06,1.567841000156477,0.09356139996089041,1.6614082001615316,1005202316050
210,N,7.00005330145359e-06,1.6899369000457227,0.09280729992315173,1.782751200022176,030520236072
211,NS,7.699942216277122e-06,3.061905700014904,0.09478669986128807,3.1567000998184085,1005202315065
212,OT,8.299946784973145e-06,3.4465477999765426,0.09987740009091794,3.5464335000142455,1005202311069
213,N,7.6000578701496124e-06,2.0014792000874877,0.09737959993071854,2.0988664000760764,270420231039
214,N,6.90016895532608e-06,2.0736104999668896,0.09037859993986785,2.163996000075713,030520237077
215,NS,7.3998235166072845e-06,3.3429000000469387,0.11419410002417862,3.457101499894634,270420231024
216,N,5.100155249238014e-06,1.8601035999599844,0.10460019996389747,1.9647089000791311,280420232055
217,N,7.700175046920776e-06,1.9803269000258297,0.10541229997761548,2.085746900178492,030520236072
218,N,8.499948307871819e-06,1.8665656000375748,0.09710579994134605,1.9636798999272287,1005202316019
219,NS,8.00006091594696e-06,3.298503699945286,0.08202790003269911,3.380539600038901,1005202315040
220,OT,6.299931555986404e-06,2.7756836998742074,0.12143080006353557,2.897120799869299,050520239033
221,NS,8.400063961744308e-06,3.5808369000442326,0.10163160017691553,3.68247690028511,1005202315047
222,N,5.3998082876205444e-06,2.053953500231728,0.10500090010464191,2.1589598001446575,280420233085
223,N,8.999835699796677e-06,1.9642058999743313,0.08343790005892515,2.047652799868956,030520237052
224,NE,9.299954399466515e-06,2.5719218999147415,0.07083589979447424,2.6427670996636152,030520236001
225,N,7.00005330145359e-06,1.4302044999785721,0.07412799983285367,1.5043394998647273,030520236030
226,UT,6.600050255656242e-06,1.5310225000139326,0.09612319990992546,1.6271522999741137,030520234051
227,NE,6.9998204708099365e-06,3.016718699829653,0.08434899989515543,3.101074699545279,030520236040
228,NS,5.200039595365524e-06,2.4977159998379648,0.08028590003959835,2.5780070999171585,1005202314050
229,N,6.299931555986404e-06,1.6124246001709253,0.07817759993486106,1.6906085000373423,030520236072
230,N,5.800044164061546e-06,2.826688800007105,0.18747000000439584,3.0141646000556648,280420232005
231,NE,9.299954399466515e-06,4.092824300052598,0.09103100001811981,4.183864600025117,280420233004
232,OT,4.999805241823196e-06,3.330411500064656,0.09372260002419353,3.4241390998940915,0505202310005
233,OT,7.6000578701496124e-06,2.852951900102198,0.08864529989659786,2.941604800056666,030520237048
234,UT,6.8999361246824265e-06,1.7982040999922901,0.0930850999429822,1.891296099871397,1005202312014
235,UT,7.6000578701496124e-06,1.5087123000994325,0.10642160009592772,1.6151415002532303,030520234014
236,N,6.09993003308773e-06,1.9528691000305116,0.15268689999356866,2.1055620999541134,1005202316048
237,NE,8.00006091594696e-06,3.862609999952838,0.0832290998660028,3.9458470998797566,0505202310055
238,UT,4.100147634744644e-06,1.358188700163737,0.08467000001110137,1.442862800322473,030520234050
239,NE,8.19982960820198e-06,3.340992199955508,0.10040860017761588,3.441408999962732,1005202312015
240,NE,7.4999406933784485e-06,3.5117350998334587,0.09809920005500317,3.609841799829155,1005202312005
241,UT,7.2999391704797745e-06,3.0982101000845432,0.10047929990105331,3.198696699924767,280420232014
242,UT,7.500173524022102e-06,1.5600310999434441,0.09615370002575219,1.6561923001427203,030520234014
